Store,Date,Sales,Open
1,2014-11-05,4838,1
2,2014-11-05,7142,1
3,2014-11-05,9172,1
4,2014-11-05,11232,1
5,2014-11-05,5913,1
6,2014-11-05,6742,1
7,2014-11-05,8842,1
8,2014-11-05,6603,1
9,2014-11-05,8249,1
10,2014-11-05,4965,1
11,2014-11-05,8358,1
12,2014-11-05,9417,1
14,2014-11-05,6623,1
15,2014-11-05,7455,1
16,2014-11-05,7956,1
17,2014-11-05,8062,1
18,2014-11-05,8749,1
19,2014-11-05,8335,1
21,2014-11-05,5652,1
23,2014-11-05,6452,1
24,2014-11-05,11034,1
25,2014-11-05,12259,1
26,2014-11-05,7519,1
27,2014-11-05,13452,1
28,2014-11-05,4550,1
29,2014-11-05,9736,1
30,2014-11-05,5674,1
31,2014-11-05,7276,1
33,2014-11-05,10205,1
34,2014-11-05,9036,1
35,2014-11-05,12786,1
37,2014-11-05,6728,1
38,2014-11-05,7632,1
39,2014-11-05,6968,1
40,2014-11-05,5568,1
42,2014-11-05,13653,1
43,2014-11-05,7662,1
44,2014-11-05,6514,1
45,2014-11-05,5469,1
47,2014-11-05,8637,1
48,2014-11-05,3274,1
49,2014-11-05,6880,1
50,2014-11-05,4736,1
1,2014-11-04,5253,1
2,2014-11-04,7015,1
3,2014-11-04,9863,1
4,2014-11-04,11285,1
5,2014-11-04,6836,1
6,2014-11-04,6367,1
7,2014-11-04,11121,1
8,2014-11-04,7805,1
9,2014-11-04,8544,1
10,2014-11-04,6331,1
11,2014-11-04,9089,1
12,2014-11-04,9382,1
14,2014-11-04,7047,1
15,2014-11-04,8729,1
16,2014-11-04,11329,1
17,2014-11-04,10200,1
18,2014-11-04,8559,1
19,2014-11-04,9458,1
21,2014-11-04,9313,1
23,2014-11-04,7044,1
24,2014-11-04,11989,1
25,2014-11-04,13133,1
26,2014-11-04,9065,1
27,2014-11-04,13926,1
28,2014-11-04,5036,1
29,2014-11-04,10651,1
30,2014-11-04,6468,1
31,2014-11-04,6900,1
33,2014-11-04,9890,1
34,2014-11-04,9131,1
35,2014-11-04,13657,1
37,2014-11-04,7316,1
38,2014-11-04,7351,1
39,2014-11-04,6835,1
40,2014-11-04,5733,1
42,2014-11-04,13024,1
43,2014-11-04,9044,1
44,2014-11-04,7037,1
45,2014-11-04,6259,1
47,2014-11-04,9036,1
48,2014-11-04,4328,1
49,2014-11-04,7835,1
50,2014-11-04,4855,1
1,2014-11-03,5857,1
2,2014-11-03,7549,1
3,2014-11-03,10855,1
4,2014-11-03,13095,1
5,2014-11-03,8274,1
6,2014-11-03,7869,1
7,2014-11-03,12623,1
8,2014-11-03,9844,1
9,2014-11-03,11562,1
10,2014-11-03,7438,1
11,2014-11-03,10344,1
12,2014-11-03,11373,1
14,2014-11-03,7753,1
15,2014-11-03,8696,1
16,2014-11-03,12427,1
17,2014-11-03,12062,1
18,2014-11-03,10101,1
19,2014-11-03,12214,1
21,2014-11-03,9777,1
23,2014-11-03,10067,1
24,2014-11-03,15372,1
25,2014-11-03,16941,1
26,2014-11-03,11422,1
27,2014-11-03,16745,1
28,2014-11-03,7046,1
29,2014-11-03,14427,1
30,2014-11-03,8271,1
31,2014-11-03,7849,1
33,2014-11-03,13214,1
34,2014-11-03,10893,1
35,2014-11-03,18583,1
37,2014-11-03,9338,1
38,2014-11-03,11037,1
39,2014-11-03,9316,1
40,2014-11-03,5632,1
42,2014-11-03,15470,1
43,2014-11-03,10995,1
44,2014-11-03,7632,1
45,2014-11-03,8505,1
47,2014-11-03,9540,1
48,2014-11-03,4953,1
49,2014-11-03,7780,1
50,2014-11-03,7529,1
1,2014-11-01,6532,1
2,2014-11-01,3305,1
4,2014-11-01,10834,1
5,2014-11-01,2817,1
6,2014-11-01,3899,1
7,2014-11-01,6093,1
8,2014-11-01,3903,1
10,2014-11-01,4349,1
11,2014-11-01,7025,1
12,2014-11-01,6871,1
15,2014-11-01,5868,1
17,2014-11-01,4348,1
18,2014-11-01,6145,1
26,2014-11-01,8332,1
28,2014-11-01,2289,1
31,2014-11-01,5812,1
34,2014-11-01,8041,1
37,2014-11-01,10120,1
44,2014-11-01,3886,1
47,2014-11-01,6300,1
48,2014-11-01,2787,1
1,2014-10-31,4161,1
3,2014-10-31,6788,1
4,2014-10-31,9839,1
7,2014-10-31,10213,1
8,2014-10-31,6223,1
9,2014-10-31,8383,1
10,2014-10-31,5597,1
11,2014-10-31,8357,1
12,2014-10-31,7461,1
14,2014-10-31,7017,1
15,2014-10-31,6718,1
16,2014-10-31,8969,1
19,2014-10-31,7822,1
21,2014-10-31,6233,1
23,2014-10-31,5864,1
24,2014-10-31,11551,1
25,2014-10-31,14107,1
27,2014-10-31,10420,1
29,2014-10-31,9941,1
30,2014-10-31,4983,1
31,2014-10-31,6650,1
33,2014-10-31,10502,1
34,2014-10-31,8533,1
35,2014-10-31,10751,1
38,2014-10-31,8021,1
39,2014-10-31,7119,1
40,2014-10-31,5901,1
42,2014-10-31,12408,1
43,2014-10-31,7409,1
44,2014-10-31,5396,1
45,2014-10-31,6648,1
47,2014-10-31,8454,1
48,2014-10-31,4310,1
49,2014-10-31,9612,1
50,2014-10-31,4615,1
1,2014-10-30,4042,1
2,2014-10-30,5394,1
3,2014-10-30,5357,1
4,2014-10-30,9677,1
5,2014-10-30,5141,1
6,2014-10-30,5656,1
7,2014-10-30,8530,1
8,2014-10-30,6677,1
9,2014-10-30,6034,1
10,2014-10-30,5090,1
11,2014-10-30,7323,1
12,2014-10-30,6674,1
14,2014-10-30,5111,1
15,2014-10-30,6355,1
16,2014-10-30,7122,1
17,2014-10-30,6849,1
18,2014-10-30,8910,1
19,2014-10-30,7651,1
21,2014-10-30,4784,1
23,2014-10-30,5440,1
24,2014-10-30,9403,1
25,2014-10-30,11556,1
26,2014-10-30,7052,1
27,2014-10-30,7928,1
28,2014-10-30,4003,1
29,2014-10-30,7319,1
30,2014-10-30,4475,1
31,2014-10-30,5326,1
33,2014-10-30,8084,1
34,2014-10-30,6318,1
35,2014-10-30,8482,1
37,2014-10-30,7485,1
38,2014-10-30,5087,1
39,2014-10-30,5586,1
40,2014-10-30,5573,1
42,2014-10-30,9384,1
43,2014-10-30,5712,1
44,2014-10-30,4828,1
45,2014-10-30,4489,1
47,2014-10-30,7103,1
48,2014-10-30,3464,1
49,2014-10-30,6811,1
50,2014-10-30,3311,1
1,2014-10-29,3761,1
2,2014-10-29,4986,1
3,2014-10-29,4716,1
4,2014-10-29,7810,1
5,2014-10-29,3944,1
6,2014-10-29,4411,1
7,2014-10-29,6747,1
8,2014-10-29,5042,1
9,2014-10-29,5615,1
10,2014-10-29,4402,1
11,2014-10-29,7136,1
12,2014-10-29,6156,1
14,2014-10-29,4409,1
15,2014-10-29,5538,1
16,2014-10-29,7011,1
17,2014-10-29,5394,1
18,2014-10-29,6084,1
19,2014-10-29,5179,1
21,2014-10-29,3179,1
23,2014-10-29,3838,1
24,2014-10-29,7726,1
25,2014-10-29,8312,1
26,2014-10-29,4997,1
27,2014-10-29,5955,1
28,2014-10-29,2976,1
29,2014-10-29,5445,1
30,2014-10-29,3407,1
31,2014-10-29,4865,1
33,2014-10-29,6328,1
34,2014-10-29,6423,1
35,2014-10-29,6751,1
37,2014-10-29,5259,1
38,2014-10-29,4397,1
39,2014-10-29,3937,1
40,2014-10-29,4063,1
42,2014-10-29,8767,1
43,2014-10-29,4813,1
44,2014-10-29,4513,1
45,2014-10-29,3614,1
47,2014-10-29,5901,1
48,2014-10-29,2706,1
49,2014-10-29,6274,1
50,2014-10-29,3123,1
1,2014-10-28,3364,1
2,2014-10-28,3849,1
3,2014-10-28,4745,1
4,2014-10-28,7543,1
5,2014-10-28,3504,1
6,2014-10-28,4225,1
7,2014-10-28,7681,1
8,2014-10-28,5477,1
9,2014-10-28,5272,1
10,2014-10-28,4910,1
11,2014-10-28,6191,1
12,2014-10-28,6506,1
14,2014-10-28,4548,1
15,2014-10-28,4989,1
16,2014-10-28,7421,1
17,2014-10-28,5598,1
18,2014-10-28,5613,1
19,2014-10-28,5577,1
21,2014-10-28,4019,1
23,2014-10-28,3559,1
24,2014-10-28,6531,1
25,2014-10-28,9082,1
26,2014-10-28,4743,1
27,2014-10-28,6535,1
28,2014-10-28,3132,1
29,2014-10-28,5477,1
30,2014-10-28,3805,1
31,2014-10-28,4861,1
33,2014-10-28,6326,1
34,2014-10-28,6439,1
35,2014-10-28,7002,1
37,2014-10-28,4717,1
38,2014-10-28,4323,1
39,2014-10-28,3479,1
40,2014-10-28,5065,1
42,2014-10-28,8791,1
43,2014-10-28,5262,1
44,2014-10-28,4082,1
45,2014-10-28,3286,1
47,2014-10-28,6589,1
48,2014-10-28,3143,1
49,2014-10-28,5289,1
50,2014-10-28,2421,1
1,2014-10-27,4260,1
2,2014-10-27,4296,1
3,2014-10-27,4848,1
4,2014-10-27,9172,1
5,2014-10-27,3687,1
6,2014-10-27,4200,1
7,2014-10-27,7226,1
8,2014-10-27,5067,1
9,2014-10-27,5824,1
10,2014-10-27,4800,1
11,2014-10-27,6332,1
12,2014-10-27,7311,1
14,2014-10-27,5093,1
15,2014-10-27,5669,1
16,2014-10-27,8066,1
17,2014-10-27,5109,1
18,2014-10-27,6195,1
19,2014-10-27,5093,1
21,2014-10-27,3844,1
23,2014-10-27,3687,1
24,2014-10-27,7927,1
25,2014-10-27,9500,1
26,2014-10-27,4791,1
27,2014-10-27,6862,1
28,2014-10-27,2637,1
29,2014-10-27,5889,1
30,2014-10-27,3264,1
31,2014-10-27,4833,1
33,2014-10-27,7152,1
34,2014-10-27,6941,1
35,2014-10-27,7863,1
37,2014-10-27,4992,1
38,2014-10-27,4035,1
39,2014-10-27,3975,1
40,2014-10-27,4718,1
42,2014-10-27,8537,1
43,2014-10-27,5164,1
44,2014-10-27,4565,1
45,2014-10-27,4268,1
47,2014-10-27,6434,1
48,2014-10-27,3511,1
49,2014-10-27,6208,1
50,2014-10-27,2790,1
1,2014-10-25,4596,1
2,2014-10-25,2542,1
3,2014-10-25,3266,1
4,2014-10-25,9414,1
5,2014-10-25,1697,1
6,2014-10-25,2861,1
7,2014-10-25,5106,1
8,2014-10-25,3128,1
9,2014-10-25,5969,1
10,2014-10-25,5062,1
11,2014-10-25,4909,1
12,2014-10-25,6150,1
14,2014-10-25,3413,1
15,2014-10-25,4421,1
16,2014-10-25,5039,1
17,2014-10-25,2973,1
18,2014-10-25,4710,1
19,2014-10-25,3436,1
21,2014-10-25,4874,1
23,2014-10-25,3691,1
24,2014-10-25,6213,1
25,2014-10-25,7455,1
26,2014-10-25,5211,1
27,2014-10-25,5990,1
28,2014-10-25,1521,1
29,2014-10-25,7462,1
30,2014-10-25,3526,1
31,2014-10-25,5197,1
33,2014-10-25,8287,1
34,2014-10-25,7360,1
35,2014-10-25,7554,1
37,2014-10-25,7595,1
38,2014-10-25,5324,1
39,2014-10-25,2631,1
40,2014-10-25,5634,1
42,2014-10-25,7551,1
43,2014-10-25,4086,1
44,2014-10-25,3667,1
45,2014-10-25,5109,1
47,2014-10-25,5399,1
48,2014-10-25,2561,1
49,2014-10-25,6942,1
50,2014-10-25,3752,1
1,2014-10-24,4196,1
2,2014-10-24,5096,1
3,2014-10-24,6251,1
4,2014-10-24,9016,1
5,2014-10-24,4878,1
6,2014-10-24,4848,1
7,2014-10-24,8601,1
8,2014-10-24,6330,1
9,2014-10-24,6881,1
10,2014-10-24,6059,1
11,2014-10-24,6829,1
12,2014-10-24,7713,1
14,2014-10-24,5372,1
15,2014-10-24,6839,1
16,2014-10-24,8338,1
17,2014-10-24,7066,1
18,2014-10-24,7529,1
19,2014-10-24,6947,1
21,2014-10-24,5932,1
23,2014-10-24,4548,1
24,2014-10-24,9166,1
25,2014-10-24,9591,1
26,2014-10-24,7231,1
27,2014-10-24,8982,1
28,2014-10-24,3576,1
29,2014-10-24,7733,1
30,2014-10-24,4315,1
31,2014-10-24,6321,1
33,2014-10-24,7873,1
34,2014-10-24,7505,1
35,2014-10-24,9695,1
37,2014-10-24,7241,1
38,2014-10-24,6222,1
39,2014-10-24,4238,1
40,2014-10-24,5160,1
42,2014-10-24,10384,1
43,2014-10-24,8006,1
44,2014-10-24,5852,1
45,2014-10-24,4870,1
47,2014-10-24,7339,1
48,2014-10-24,4132,1
49,2014-10-24,7643,1
50,2014-10-24,4233,1
1,2014-10-23,4466,1
2,2014-10-23,5729,1
3,2014-10-23,7177,1
4,2014-10-23,9364,1
5,2014-10-23,4179,1
6,2014-10-23,4679,1
7,2014-10-23,7376,1
8,2014-10-23,6936,1
9,2014-10-23,6343,1
10,2014-10-23,5836,1
11,2014-10-23,7323,1
12,2014-10-23,7553,1
14,2014-10-23,5598,1
15,2014-10-23,6355,1
16,2014-10-23,7258,1
17,2014-10-23,7627,1
18,2014-10-23,6630,1
19,2014-10-23,6523,1
21,2014-10-23,5697,1
23,2014-10-23,5638,1
24,2014-10-23,9336,1
25,2014-10-23,10529,1
26,2014-10-23,7454,1
27,2014-10-23,9922,1
28,2014-10-23,3887,1
29,2014-10-23,7147,1
30,2014-10-23,5506,1
31,2014-10-23,4693,1
33,2014-10-23,7365,1
34,2014-10-23,7949,1
35,2014-10-23,10015,1
37,2014-10-23,7000,1
38,2014-10-23,4991,1
39,2014-10-23,4990,1
40,2014-10-23,5384,1
42,2014-10-23,10814,1
43,2014-10-23,7084,1
44,2014-10-23,5314,1
45,2014-10-23,5527,1
47,2014-10-23,7280,1
48,2014-10-23,3531,1
49,2014-10-23,5842,1
50,2014-10-23,3881,1
1,2014-10-22,4868,1
2,2014-10-22,5261,1
3,2014-10-22,7380,1
4,2014-10-22,9547,1
5,2014-10-22,4628,1
6,2014-10-22,4454,1
7,2014-10-22,7589,1
8,2014-10-22,5869,1
9,2014-10-22,7098,1
10,2014-10-22,4773,1
11,2014-10-22,8314,1
12,2014-10-22,7894,1
14,2014-10-22,5657,1
15,2014-10-22,5232,1
16,2014-10-22,7675,1
17,2014-10-22,5803,1
18,2014-10-22,7046,1
19,2014-10-22,6244,1
21,2014-10-22,4903,1
23,2014-10-22,5226,1
24,2014-10-22,9469,1
25,2014-10-22,9587,1
26,2014-10-22,6733,1
27,2014-10-22,8588,1
28,2014-10-22,4101,1
29,2014-10-22,7832,1
30,2014-10-22,4231,1
31,2014-10-22,5681,1
33,2014-10-22,7301,1
34,2014-10-22,7617,1
35,2014-10-22,9717,1
37,2014-10-22,6715,1
38,2014-10-22,5797,1
39,2014-10-22,4985,1
40,2014-10-22,4914,1
42,2014-10-22,11563,1
43,2014-10-22,7092,1
44,2014-10-22,5119,1
45,2014-10-22,4457,1
47,2014-10-22,7634,1
48,2014-10-22,3109,1
49,2014-10-22,6730,1
50,2014-10-22,3993,1
1,2014-10-21,4678,1
2,2014-10-21,5382,1
3,2014-10-21,6855,1
4,2014-10-21,9786,1
5,2014-10-21,5310,1
6,2014-10-21,5111,1
7,2014-10-21,8801,1
8,2014-10-21,6081,1
9,2014-10-21,6977,1
10,2014-10-21,5604,1
11,2014-10-21,6533,1
12,2014-10-21,7206,1
14,2014-10-21,5954,1
15,2014-10-21,5777,1
16,2014-10-21,9268,1
17,2014-10-21,8098,1
18,2014-10-21,7342,1
19,2014-10-21,6777,1
21,2014-10-21,5760,1
23,2014-10-21,5726,1
24,2014-10-21,8533,1
25,2014-10-21,10815,1
26,2014-10-21,7353,1
27,2014-10-21,9592,1
28,2014-10-21,5793,1
29,2014-10-21,8232,1
30,2014-10-21,5313,1
31,2014-10-21,5555,1
33,2014-10-21,7789,1
34,2014-10-21,9071,1
35,2014-10-21,9889,1
37,2014-10-21,6922,1
38,2014-10-21,6028,1
39,2014-10-21,5170,1
40,2014-10-21,5132,1
42,2014-10-21,9565,1
43,2014-10-21,7011,1
44,2014-10-21,6410,1
45,2014-10-21,4687,1
47,2014-10-21,6930,1
48,2014-10-21,3682,1
49,2014-10-21,6419,1
50,2014-10-21,4316,1
1,2014-10-20,4652,1
2,2014-10-20,6631,1
3,2014-10-20,8266,1
4,2014-10-20,11357,1
5,2014-10-20,6096,1
6,2014-10-20,6329,1
7,2014-10-20,10681,1
8,2014-10-20,8561,1
9,2014-10-20,9754,1
10,2014-10-20,7410,1
11,2014-10-20,9125,1
12,2014-10-20,9121,1
14,2014-10-20,8042,1
15,2014-10-20,8064,1
16,2014-10-20,10194,1
17,2014-10-20,9377,1
18,2014-10-20,8628,1
19,2014-10-20,9172,1
21,2014-10-20,6112,1
23,2014-10-20,6503,1
24,2014-10-20,11796,1
25,2014-10-20,12449,1
26,2014-10-20,7863,1
27,2014-10-20,12041,1
28,2014-10-20,7156,1
29,2014-10-20,9949,1
30,2014-10-20,6341,1
31,2014-10-20,6809,1
33,2014-10-20,9178,1
34,2014-10-20,9530,1
35,2014-10-20,13119,1
37,2014-10-20,7502,1
38,2014-10-20,8377,1
39,2014-10-20,7303,1
40,2014-10-20,5075,1
42,2014-10-20,13237,1
43,2014-10-20,9334,1
44,2014-10-20,7915,1
45,2014-10-20,5848,1
47,2014-10-20,8103,1
48,2014-10-20,4311,1
49,2014-10-20,8854,1
50,2014-10-20,5742,1
1,2014-10-18,4169,1
2,2014-10-18,2613,1
3,2014-10-18,3367,1
4,2014-10-18,10166,1
5,2014-10-18,2441,1
6,2014-10-18,3346,1
7,2014-10-18,5810,1
8,2014-10-18,3355,1
9,2014-10-18,5533,1
10,2014-10-18,4816,1
11,2014-10-18,5270,1
12,2014-10-18,5914,1
14,2014-10-18,3073,1
15,2014-10-18,4814,1
16,2014-10-18,5892,1
17,2014-10-18,2892,1
18,2014-10-18,4386,1
19,2014-10-18,3697,1
21,2014-10-18,4249,1
23,2014-10-18,4269,1
24,2014-10-18,6509,1
25,2014-10-18,8045,1
26,2014-10-18,4965,1
27,2014-10-18,6102,1
28,2014-10-18,2478,1
29,2014-10-18,6136,1
30,2014-10-18,4366,1
31,2014-10-18,4812,1
33,2014-10-18,7849,1
34,2014-10-18,7437,1
35,2014-10-18,6389,1
37,2014-10-18,8407,1
38,2014-10-18,5571,1
39,2014-10-18,2367,1
40,2014-10-18,5637,1
42,2014-10-18,7342,1
43,2014-10-18,4338,1
44,2014-10-18,4181,1
45,2014-10-18,5440,1
47,2014-10-18,5772,1
48,2014-10-18,2419,1
49,2014-10-18,6424,1
50,2014-10-18,3499,1
1,2014-10-17,3720,1
2,2014-10-17,3852,1
3,2014-10-17,5485,1
4,2014-10-17,7947,1
5,2014-10-17,4499,1
6,2014-10-17,4532,1
7,2014-10-17,7895,1
8,2014-10-17,4318,1
9,2014-10-17,6110,1
10,2014-10-17,5317,1
11,2014-10-17,5867,1
12,2014-10-17,5511,1
14,2014-10-17,5076,1
15,2014-10-17,4920,1
16,2014-10-17,6796,1
17,2014-10-17,5043,1
18,2014-10-17,6962,1
19,2014-10-17,5171,1
21,2014-10-17,5016,1
23,2014-10-17,4505,1
24,2014-10-17,7975,1
25,2014-10-17,8563,1
26,2014-10-17,5610,1
27,2014-10-17,7552,1
28,2014-10-17,5050,1
29,2014-10-17,5583,1
30,2014-10-17,3486,1
31,2014-10-17,5648,1
33,2014-10-17,6515,1
34,2014-10-17,7199,1
35,2014-10-17,7203,1
37,2014-10-17,6344,1
38,2014-10-17,4042,1
39,2014-10-17,3038,1
40,2014-10-17,3930,1
42,2014-10-17,7493,1
43,2014-10-17,5509,1
44,2014-10-17,5003,1
45,2014-10-17,4517,1
47,2014-10-17,5191,1
48,2014-10-17,2946,1
49,2014-10-17,6078,1
50,2014-10-17,3809,1
1,2014-10-16,3430,1
2,2014-10-16,4288,1
3,2014-10-16,5271,1
4,2014-10-16,8008,1
5,2014-10-16,3653,1
6,2014-10-16,4386,1
7,2014-10-16,6394,1
8,2014-10-16,5516,1
9,2014-10-16,4944,1
10,2014-10-16,4876,1
11,2014-10-16,6217,1
12,2014-10-16,5590,1
14,2014-10-16,4546,1
15,2014-10-16,4859,1
16,2014-10-16,6541,1
17,2014-10-16,5003,1
18,2014-10-16,5551,1
19,2014-10-16,5098,1
21,2014-10-16,3818,1
23,2014-10-16,4467,1
24,2014-10-16,6497,1
25,2014-10-16,8831,1
26,2014-10-16,5002,1
27,2014-10-16,6178,1
28,2014-10-16,4640,1
29,2014-10-16,5882,1
30,2014-10-16,3453,1
31,2014-10-16,4643,1
33,2014-10-16,6581,1
34,2014-10-16,6151,1
35,2014-10-16,6282,1
37,2014-10-16,5289,1
38,2014-10-16,3801,1
39,2014-10-16,3510,1
40,2014-10-16,4134,1
42,2014-10-16,8128,1
43,2014-10-16,5228,1
44,2014-10-16,4120,1
45,2014-10-16,4503,1
47,2014-10-16,6200,1
48,2014-10-16,2990,1
49,2014-10-16,5586,1
50,2014-10-16,2981,1
1,2014-10-15,3775,1
2,2014-10-15,4732,1
3,2014-10-15,5008,1
4,2014-10-15,7843,1
5,2014-10-15,4486,1
6,2014-10-15,4490,1
7,2014-10-15,6913,1
8,2014-10-15,4404,1
9,2014-10-15,5378,1
10,2014-10-15,4508,1
11,2014-10-15,6539,1
12,2014-10-15,5730,1
14,2014-10-15,4831,1
15,2014-10-15,4463,1
16,2014-10-15,6464,1
17,2014-10-15,5512,1
18,2014-10-15,5908,1
19,2014-10-15,4732,1
21,2014-10-15,3393,1
23,2014-10-15,3575,1
24,2014-10-15,7346,1
25,2014-10-15,8572,1
26,2014-10-15,5044,1
27,2014-10-15,7436,1
28,2014-10-15,4573,1
29,2014-10-15,5433,1
30,2014-10-15,3281,1
31,2014-10-15,4206,1
33,2014-10-15,6500,1
34,2014-10-15,6309,1
35,2014-10-15,6211,1
37,2014-10-15,5128,1
38,2014-10-15,4136,1
39,2014-10-15,3653,1
40,2014-10-15,3894,1
42,2014-10-15,7984,1
43,2014-10-15,5240,1
44,2014-10-15,4348,1
45,2014-10-15,3792,1
47,2014-10-15,6121,1
48,2014-10-15,2610,1
49,2014-10-15,5440,1
50,2014-10-15,3200,1
1,2014-10-14,3681,1
2,2014-10-14,3982,1
3,2014-10-14,5114,1
4,2014-10-14,8166,1
5,2014-10-14,3640,1
6,2014-10-14,4597,1
7,2014-10-14,6897,1
8,2014-10-14,4754,1
9,2014-10-14,4956,1
10,2014-10-14,4852,1
11,2014-10-14,6670,1
12,2014-10-14,5732,1
14,2014-10-14,4950,1
15,2014-10-14,4617,1
16,2014-10-14,6666,1
17,2014-10-14,5927,1
18,2014-10-14,5428,1
19,2014-10-14,5352,1
21,2014-10-14,4053,1
23,2014-10-14,3640,1
24,2014-10-14,6790,1
25,2014-10-14,9013,1
26,2014-10-14,4289,1
27,2014-10-14,7043,1
28,2014-10-14,4926,1
29,2014-10-14,5099,1
30,2014-10-14,4105,1
31,2014-10-14,3779,1
33,2014-10-14,6308,1
34,2014-10-14,7109,1
35,2014-10-14,6724,1
37,2014-10-14,4614,1
38,2014-10-14,3666,1
39,2014-10-14,3738,1
40,2014-10-14,4327,1
42,2014-10-14,7733,1
43,2014-10-14,5306,1
44,2014-10-14,4663,1
45,2014-10-14,3535,1
47,2014-10-14,6026,1
48,2014-10-14,2717,1
49,2014-10-14,4617,1
50,2014-10-14,2686,1
1,2014-10-13,4033,1
2,2014-10-13,4377,1
3,2014-10-13,5035,1
4,2014-10-13,8947,1
5,2014-10-13,4127,1
6,2014-10-13,4691,1
7,2014-10-13,7752,1
8,2014-10-13,5053,1
9,2014-10-13,5550,1
10,2014-10-13,5521,1
11,2014-10-13,6293,1
12,2014-10-13,5833,1
14,2014-10-13,4721,1
15,2014-10-13,5301,1
16,2014-10-13,7298,1
17,2014-10-13,5175,1
18,2014-10-13,5801,1
19,2014-10-13,5721,1
21,2014-10-13,3517,1
23,2014-10-13,4480,1
24,2014-10-13,8039,1
25,2014-10-13,10051,1
26,2014-10-13,5096,1
27,2014-10-13,6480,1
28,2014-10-13,4639,1
29,2014-10-13,5808,1
30,2014-10-13,3823,1
31,2014-10-13,4976,1
33,2014-10-13,7025,1
34,2014-10-13,7500,1
35,2014-10-13,7303,1
37,2014-10-13,4438,1
38,2014-10-13,4346,1
39,2014-10-13,3957,1
40,2014-10-13,4275,1
42,2014-10-13,8155,1
43,2014-10-13,5500,1
44,2014-10-13,4642,1
45,2014-10-13,4187,1
47,2014-10-13,6053,1
48,2014-10-13,3314,1
49,2014-10-13,5524,1
50,2014-10-13,3583,1
1,2014-10-11,4743,1
2,2014-10-11,2497,1
3,2014-10-11,3697,1
4,2014-10-11,10048,1
5,2014-10-11,1837,1
6,2014-10-11,3269,1
7,2014-10-11,5585,1
8,2014-10-11,3688,1
9,2014-10-11,5948,1
10,2014-10-11,4898,1
11,2014-10-11,5420,1
12,2014-10-11,7065,1
14,2014-10-11,2657,1
15,2014-10-11,5372,1
16,2014-10-11,5135,1
17,2014-10-11,2677,1
18,2014-10-11,5033,1
19,2014-10-11,4229,1
21,2014-10-11,4576,1
23,2014-10-11,4967,1
24,2014-10-11,6970,1
25,2014-10-11,8446,1
26,2014-10-11,5156,1
27,2014-10-11,6820,1
28,2014-10-11,2653,1
29,2014-10-11,6589,1
30,2014-10-11,4465,1
31,2014-10-11,4868,1
33,2014-10-11,7385,1
34,2014-10-11,7690,1
35,2014-10-11,6945,1
37,2014-10-11,7935,1
38,2014-10-11,6041,1
39,2014-10-11,2338,1
40,2014-10-11,6327,1
42,2014-10-11,7950,1
43,2014-10-11,4482,1
44,2014-10-11,3092,1
45,2014-10-11,5534,1
47,2014-10-11,5751,1
48,2014-10-11,2483,1
49,2014-10-11,7030,1
50,2014-10-11,3694,1
1,2014-10-10,4396,1
2,2014-10-10,4907,1
3,2014-10-10,7448,1
4,2014-10-10,9501,1
5,2014-10-10,5138,1
6,2014-10-10,5824,1
7,2014-10-10,10191,1
8,2014-10-10,6394,1
9,2014-10-10,7570,1
10,2014-10-10,6059,1
11,2014-10-10,7981,1
12,2014-10-10,8770,1
14,2014-10-10,5716,1
15,2014-10-10,7629,1
16,2014-10-10,7950,1
17,2014-10-10,7119,1
18,2014-10-10,7566,1
19,2014-10-10,7300,1
21,2014-10-10,6385,1
23,2014-10-10,6320,1
24,2014-10-10,9848,1
25,2014-10-10,10636,1
26,2014-10-10,7414,1
27,2014-10-10,10215,1
28,2014-10-10,6382,1
29,2014-10-10,8123,1
30,2014-10-10,4619,1
31,2014-10-10,6812,1
33,2014-10-10,7765,1
34,2014-10-10,8357,1
35,2014-10-10,9777,1
37,2014-10-10,7860,1
38,2014-10-10,5696,1
39,2014-10-10,4741,1
40,2014-10-10,5456,1
42,2014-10-10,10747,1
43,2014-10-10,8076,1
44,2014-10-10,5824,1
45,2014-10-10,5813,1
47,2014-10-10,8527,1
48,2014-10-10,4859,1
49,2014-10-10,8322,1
50,2014-10-10,5385,1
1,2014-10-09,4654,1
2,2014-10-09,5283,1
3,2014-10-09,7206,1
4,2014-10-09,8763,1
5,2014-10-09,5469,1
6,2014-10-09,5066,1
7,2014-10-09,9132,1
8,2014-10-09,7586,1
9,2014-10-09,6628,1
10,2014-10-09,6334,1
11,2014-10-09,8683,1
12,2014-10-09,9326,1
14,2014-10-09,5832,1
15,2014-10-09,7072,1
16,2014-10-09,8354,1
17,2014-10-09,7357,1
18,2014-10-09,6462,1
19,2014-10-09,6837,1
21,2014-10-09,5776,1
23,2014-10-09,5721,1
24,2014-10-09,9736,1
25,2014-10-09,11469,1
26,2014-10-09,7522,1
27,2014-10-09,10113,1
28,2014-10-09,6409,1
29,2014-10-09,7370,1
30,2014-10-09,5816,1
31,2014-10-09,6253,1
33,2014-10-09,8323,1
34,2014-10-09,8009,1
35,2014-10-09,10548,1
37,2014-10-09,7497,1
38,2014-10-09,6282,1
39,2014-10-09,5504,1
40,2014-10-09,5625,1
42,2014-10-09,10831,1
43,2014-10-09,7657,1
44,2014-10-09,6207,1
45,2014-10-09,5572,1
47,2014-10-09,9129,1
